time,G(i),H_sun,T2m,WS10m,Int
20201027:0609,0.0,0.0,12.26,5.86,0.0
20201027:0709,300.32,13.4,11.87,5.52,0.0
20201027:0809,570.97,24.36,13.14,6.69,0.0
20201027:0909,757.54,33.86,14.9,6.83,0.0
20201027:1009,918.0,40.98,16.6,6.21,0.0
20201027:1109,996.42,44.56,18.04,5.59,0.0
20201027:1209,959.03,43.76,19.08,4.69,0.0
20201027:1309,889.55,38.79,19.81,3.79,0.0
20201027:1409,697.23,30.7,20.17,2.97,0.0
20201027:1509,492.88,20.59,20.22,2.21,0.0
20201027:1609,203.17,9.26,19.95,1.59,0.0
20201027:1709,0.0,0.0,19.41,1.1,0.0
20201027:1809,0.0,0.0,18.62,1.03,0.0
20201027:1909,0.0,0.0,17.76,0.55,0.0
20201027:2009,0.0,0.0,17.19,0.14,0.0
20201027:2109,0.0,0.0,16.59,0.69,0.0
20201027:2209,0.0,0.0,14.73,1.45,0.0
20201027:2309,0.0,0.0,12.78,2.07,0.0
20201028:0009,0.0,0.0,11.56,2.62,0.0
20201028:0109,0.0,0.0,10.75,2.97,0.0
20201028:0209,0.0,0.0,9.79,3.03,0.0
20201028:0309,0.0,0.0,8.89,3.1,0.0
20201028:0409,0.0,0.0,8.06,3.17,0.0
20201028:0509,0.0,0.0,7.43,3.31,0.0
20201028:0609,0.0,0.0,7.14,3.45,0.0
20201028:0709,296.84,13.2,7.78,2.83,0.0
20201028:0809,553.32,24.13,11.69,2.34,0.0
20201028:0909,736.42,33.59,16.33,1.93,0.0
20201028:1009,902.4,40.67,18.66,1.45,0.0
20201028:1109,963.52,44.22,19.99,1.1,0.0
20201028:1209,948.63,43.43,21.0,1.45,0.0
20201028:1309,839.21,38.48,21.77,1.72,0.0
20201028:1409,688.16,30.43,22.2,1.66,0.0
20201028:1509,491.14,20.35,22.32,1.38,0.0
20201028:1609,201.68,9.05,22.13,0.97,0.0
20201028:1709,0.0,0.0,21.56,0.55,0.0
20201028:1809,0.0,0.0,20.44,0.97,0.0
20201028:1909,0.0,0.0,19.18,1.72,0.0
20201028:2009,0.0,0.0,17.75,1.93,0.0
20201028:2109,0.0,0.0,16.42,2.07,0.0
20201028:2209,0.0,0.0,15.14,2.0,0.0
20201028:2309,0.0,0.0,14.43,1.52,0.0
20201029:0009,0.0,0.0,15.08,0.97,0.0
20201029:0109,0.0,0.0,15.02,0.76,0.0
20201029:0209,0.0,0.0,12.87,1.59,0.0
20201029:0309,0.0,0.0,10.69,2.48,0.0
20201029:0409,0.0,0.0,9.97,2.83,0.0
20201029:0509,0.0,0.0,9.38,2.97,0.0
20201029:0609,0.0,0.0,8.95,2.97,0.0
20201029:0709,293.84,13.0,9.53,2.69,0.0
20201029:0809,536.47,23.9,13.28,2.41,0.0
20201029:0909,735.3,33.32,17.38,3.17,0.0
20201029:1009,908.12,40.36,19.2,4.28,0.0
20201029:1109,970.61,43.89,20.29,4.9,0.0
20201029:1209,963.22,43.1,21.16,5.17,0.0
20201029:1309,858.5,38.18,21.76,5.24,0.0
20201029:1409,697.83,30.16,22.0,5.1,0.0
20201029:1509,476.07,20.12,21.88,5.03,0.0
20201029:1609,189.8,8.84,21.29,4.83,0.0
20201029:1709,0.0,0.0,20.11,3.79,0.0
20201029:1809,0.0,0.0,18.78,3.31,0.0
20201029:1909,0.0,0.0,17.83,3.17,0.0
20201029:2009,0.0,0.0,16.8,3.03,0.0
20201029:2109,0.0,0.0,15.78,2.9,0.0
20201029:2209,0.0,0.0,14.82,2.83,0.0
20201029:2309,0.0,0.0,13.9,2.83,0.0
20201030:0009,0.0,0.0,13.05,2.9,0.0
20201030:0109,0.0,0.0,12.18,2.76,0.0
20201030:0209,0.0,0.0,11.32,2.48,0.0
20201030:0309,0.0,0.0,10.64,2.55,0.0
20201030:0409,0.0,0.0,10.23,3.1,0.0
20201030:0509,0.0,0.0,9.57,3.24,0.0
20201030:0609,0.0,0.0,8.91,3.03,0.0
20201030:0709,292.58,12.8,9.18,2.62,0.0
20201030:0809,542.35,23.67,12.59,2.0,0.0
20201030:0909,749.06,33.06,16.94,2.41,0.0
20201030:1009,917.25,40.06,18.78,2.9,0.0
20201030:1109,972.16,43.56,20.11,3.03,0.0
20201030:1209,964.84,42.77,21.09,2.83,0.0
20201030:1309,839.91,37.88,21.81,2.55,0.0
20201030:1409,687.15,29.9,22.21,2.28,0.0
20201030:1509,477.87,19.89,22.29,2.07,0.0
20201030:1609,187.03,8.64,22.01,1.86,0.0
20201030:1709,0.0,0.0,21.18,1.86,0.0
20201030:1809,0.0,0.0,20.05,2.07,0.0
20201030:1909,0.0,0.0,18.93,2.21,0.0
20201030:2009,0.0,0.0,17.7,2.14,0.0
20201030:2109,0.0,0.0,16.33,2.07,0.0
20201030:2209,0.0,0.0,15.21,1.79,0.0
20201030:2309,0.0,0.0,14.6,1.72,0.0
20201031:0009,0.0,0.0,13.82,1.86,0.0
20201031:0109,0.0,0.0,12.9,2.07,0.0
20201031:0209,0.0,0.0,11.78,2.34,0.0
20201031:0309,0.0,0.0,10.66,2.76,0.0
20201031:0409,0.0,0.0,9.92,3.17,0.0
20201031:0509,0.0,0.0,8.94,3.31,0.0
20201031:0609,0.0,0.0,8.04,3.38,0.0
20201031:0709,288.65,12.59,8.3,2.76,0.0
20201031:0809,537.09,23.44,12.27,2.0,0.0
20201031:0909,762.3,32.79,17.59,1.38,0.0
20201031:1009,903.16,39.76,20.03,0.48,0.0
20201031:1109,988.49,43.24,21.36,0.28,0.0
20201031:1209,965.94,42.45,22.38,0.76,0.0
20201031:1309,845.69,37.59,23.08,0.9,0.0
20201031:1409,694.16,29.64,23.43,0.9,0.0
20201031:1509,477.06,19.67,23.54,1.03,0.0
20201031:1609,186.66,8.44,23.31,1.31,0.0
20201031:1709,0.0,0.0,22.43,2.07,0.0
20201031:1809,0.0,0.0,20.86,2.62,0.0
20201031:1909,0.0,0.0,19.78,2.83,0.0
20201031:2009,0.0,0.0,18.54,3.03,0.0
20201031:2109,0.0,0.0,17.42,3.03,0.0
20201031:2209,0.0,0.0,16.35,2.9,0.0
20201031:2309,0.0,0.0,15.34,2.76,0.0
20201101:0009,0.0,0.0,14.37,2.76,0.0
20201101:0109,0.0,0.0,13.53,2.83,0.0
20201101:0209,0.0,0.0,12.67,3.03,0.0
20201101:0309,0.0,0.0,11.78,3.1,0.0
20201101:0409,0.0,0.0,10.98,3.03,0.0
20201101:0509,0.0,0.0,10.21,2.97,0.0
20201101:0609,0.0,0.0,9.6,2.9,0.0
20201101:0709,300.43,12.39,9.79,2.28,0.0
20201101:0809,548.19,23.21,13.75,1.31,0.0
20201101:0909,788.67,32.52,18.53,0.69,0.0
20201101:1009,924.92,39.46,20.49,1.03,0.0
20201101:1109,994.86,42.91,21.89,1.86,0.0
20201101:1209,972.38,42.13,22.8,2.28,0.0
20201101:1309,853.74,37.3,23.38,2.55,0.0
20201101:1409,708.62,29.39,23.66,2.76,0.0
20201101:1509,486.98,19.45,23.58,3.1,0.0
20201101:1609,195.07,8.25,23.13,3.24,0.0
20201101:1709,0.0,0.0,22.0,2.97,0.0
20201101:1809,0.0,0.0,20.65,2.97,0.0
20201101:1909,0.0,0.0,19.71,3.24,0.0
20201101:2009,0.0,0.0,18.55,3.17,0.0
20201101:2109,0.0,0.0,17.45,2.97,0.0
20201101:2209,0.0,0.0,16.38,2.69,0.0
20201101:2309,0.0,0.0,15.29,2.48,0.0
20201102:0009,0.0,0.0,14.15,2.28,0.0
20201102:0109,0.0,0.0,13.21,2.41,0.0
20201102:0209,0.0,0.0,12.41,2.55,0.0
20201102:0309,0.0,0.0,11.68,2.69,0.0
20201102:0409,0.0,0.0,11.07,2.9,0.0
20201102:0509,0.0,0.0,10.51,3.1,0.0
20201102:0609,0.0,0.0,10.02,3.24,0.0
20201102:0709,293.73,12.19,10.78,3.45,0.0
20201102:0809,545.27,22.98,13.96,3.66,0.0
20201102:0909,762.12,32.26,16.9,4.41,0.0
20201102:1009,909.16,39.16,18.58,5.17,0.0
20201102:1109,1000.33,42.6,19.89,5.31,0.0
20201102:1209,1044.93,41.82,20.76,5.1,0.0
20201102:1309,776.4,37.02,21.35,4.9,0.0
20201102:1409,695.27,29.14,21.63,4.83,0.0
20201102:1509,479.92,19.24,21.58,4.76,0.0
20201102:1609,196.15,8.06,21.13,4.55,0.0
20201102:1709,0.0,0.0,20.1,3.72,0.0
20201102:1809,0.0,0.0,18.96,3.45,0.0
20201102:1909,0.0,0.0,18.1,3.38,0.0
20201102:2009,0.0,0.0,17.2,3.38,0.0
20201102:2109,0.0,0.0,16.34,3.31,0.0
20201102:2209,0.0,0.0,15.53,3.03,0.0
20201102:2309,0.0,0.0,14.73,2.83,0.0
20201103:0009,0.0,0.0,14.06,2.76,0.0
20201103:0109,0.0,0.0,13.59,3.1,0.0
20201103:0209,0.0,0.0,13.05,3.38,0.0
20201103:0309,0.0,0.0,12.82,3.31,0.0
20201103:0409,0.0,0.0,12.74,3.24,0.0
20201103:0509,0.0,0.0,12.55,3.31,0.0
20201103:0609,0.0,0.0,12.2,3.24,0.0
20201103:0709,276.31,11.99,12.56,3.31,0.0
20201103:0809,486.15,22.75,14.53,3.45,0.0
20201103:0909,762.26,32.0,17.09,4.28,0.0
20201103:1009,908.86,38.86,19.16,4.69,0.0
20201103:1109,977.59,42.28,20.65,4.55,0.0
20201103:1209,948.94,41.51,21.79,4.21,0.0
20201103:1309,825.86,36.74,22.55,4.0,0.0
20201103:1409,693.84,28.9,22.97,3.93,0.0
20201103:1509,481.91,19.03,23.0,3.93,0.0
20201103:1609,185.31,7.88,22.61,3.93,0.0
20201103:1709,0.0,0.0,21.6,3.17,0.0
20201103:1809,0.0,0.0,20.5,3.03,0.0
20201103:1909,0.0,0.0,19.88,3.03,0.0
20201103:2009,0.0,0.0,19.02,3.03,0.0
20201103:2109,0.0,0.0,18.24,2.97,0.0
20201103:2209,0.0,0.0,17.53,2.83,0.0
20201103:2309,0.0,0.0,16.75,2.83,0.0
20201104:0009,0.0,0.0,16.28,2.41,0.0
20201104:0109,0.0,0.0,15.64,1.86,0.0
20201104:0209,0.0,0.0,15.28,2.0,0.0
20201104:0309,0.0,0.0,14.86,2.28,0.0
20201104:0409,0.0,0.0,14.2,2.28,0.0
20201104:0509,0.0,0.0,13.68,1.38,0.0
20201104:0609,0.0,0.0,14.53,0.83,0.0
20201104:0709,266.64,11.78,13.44,2.55,0.0
20201104:0809,540.16,22.52,15.94,2.9,0.0
20201104:0909,787.81,31.73,18.42,3.93,0.0
20201104:1009,769.59,38.57,20.47,4.76,0.0
20201104:1109,1042.04,41.97,22.1,5.24,0.0
20201104:1209,1009.29,41.21,23.34,5.79,0.0
20201104:1309,889.8,36.46,24.14,6.0,0.0
20201104:1409,668.22,28.66,24.64,6.07,0.0
20201104:1509,497.29,18.82,24.57,6.0,0.0
20201104:1609,125.84,7.7,24.16,5.86,0.0
20201104:1709,0.0,0.0,23.03,4.76,0.0
20201104:1809,0.0,0.0,21.8,4.62,0.0
20201104:1909,0.0,0.0,21.15,4.21,0.0
20201104:2009,0.0,0.0,20.22,4.34,0.0
20201104:2109,0.0,0.0,19.33,4.41,0.0
20201104:2209,0.0,0.0,18.46,4.41,0.0
20201104:2309,0.0,0.0,17.6,4.34,0.0
20201105:0009,0.0,0.0,16.94,4.07,0.0
20201105:0109,0.0,0.0,16.4,3.52,0.0
20201105:0209,0.0,0.0,15.59,3.31,0.0
20201105:0309,0.0,0.0,15.07,3.17,0.0
20201105:0409,0.0,0.0,14.67,3.17,0.0
20201105:0509,0.0,0.0,14.41,3.24,0.0
20201105:0609,0.0,0.0,14.19,3.38,0.0
20201105:0709,36.89,11.58,14.35,3.45,0.0
20201105:0809,252.46,22.29,15.97,3.52,0.0
20201105:0909,271.16,31.47,17.98,4.14,0.0
20201105:1009,700.08,38.28,19.92,4.55,0.0
20201105:1109,665.42,41.66,21.3,4.9,0.0
20201105:1209,797.29,40.91,22.48,5.31,0.0
20201105:1309,762.47,36.19,23.43,5.72,0.0
20201105:1409,439.88,28.43,23.92,6.07,0.0
20201105:1509,281.91,18.62,23.81,6.14,0.0
20201105:1609,101.96,7.52,23.21,5.79,0.0
20201105:1709,0.0,0.0,22.1,5.24,0.0
20201105:1809,0.0,0.0,21.11,5.24,0.0
20201105:1909,0.0,0.0,20.44,5.17,0.0
20201105:2009,0.0,0.0,19.82,4.97,0.0
20201105:2109,0.0,0.0,19.24,4.76,0.0
20201105:2209,0.0,0.0,18.69,4.55,0.0
20201105:2309,0.0,0.0,18.02,4.34,0.0
20201106:0009,0.0,0.0,17.35,4.07,0.0
20201106:0109,0.0,0.0,16.66,3.79,0.0
20201106:0209,0.0,0.0,15.96,3.72,0.0
20201106:0309,0.0,0.0,15.32,3.45,0.0
20201106:0409,0.0,0.0,14.71,3.24,0.0
20201106:0509,0.0,0.0,14.07,3.03,0.0
20201106:0609,0.0,0.0,13.38,2.76,0.0
20201106:0709,140.19,11.38,13.64,2.62,0.0
20201106:0809,271.32,22.06,16.09,2.55,0.0
20201106:0909,726.98,31.21,19.62,3.45,0.0
20201106:1009,814.02,37.99,21.77,4.34,0.0
20201106:1109,861.72,41.36,23.48,5.03,0.0
20201106:1209,637.29,40.62,24.73,5.45,0.0
20201106:1309,642.88,35.93,25.49,5.66,0.0
20201106:1409,622.15,28.2,25.8,5.72,0.0
20201106:1509,402.35,18.43,25.64,5.72,0.0
20201106:1609,195.08,7.35,25.09,5.31,0.0
20201106:1709,0.0,0.0,23.63,4.14,0.0
20201106:1809,0.0,0.0,22.26,3.72,0.0
20201106:1909,0.0,0.0,21.3,3.38,0.0
20201106:2009,0.0,0.0,20.3,3.24,0.0
20201106:2109,0.0,0.0,19.36,3.17,0.0
20201106:2209,0.0,0.0,18.45,3.03,0.0
20201106:2309,0.0,0.0,17.62,3.1,0.0
20201107:0009,0.0,0.0,16.78,3.17,0.0
20201107:0109,0.0,0.0,15.98,3.17,0.0
20201107:0209,0.0,0.0,15.24,3.1,0.0
20201107:0309,0.0,0.0,14.53,2.97,0.0
20201107:0409,0.0,0.0,13.92,2.76,0.0
20201107:0509,0.0,0.0,13.46,2.69,0.0
20201107:0609,0.0,0.0,13.01,2.83,0.0
20201107:0709,145.15,11.18,13.14,2.76,0.0
20201107:0809,270.28,21.83,15.57,2.34,0.0
20201107:0909,145.68,30.95,19.51,2.97,0.0
20201107:1009,583.41,37.7,21.69,3.86,0.0
20201107:1109,952.68,41.06,23.28,4.48,0.0
20201107:1209,177.84,40.33,24.27,4.21,0.0
20201107:1309,704.12,35.67,24.93,3.86,0.0
20201107:1409,737.83,27.98,25.16,3.38,0.0
20201107:1509,447.21,18.24,25.14,3.59,0.0
20201107:1609,193.32,7.19,24.71,3.93,0.0
20201107:1709,0.0,0.0,23.38,3.31,0.0
20201107:1809,0.0,0.0,22.15,3.17,0.0
20201107:1909,0.0,0.0,21.7,3.45,0.0
20201107:2009,0.0,0.0,20.95,3.31,0.0
20201107:2109,0.0,0.0,20.24,3.31,0.0
20201107:2209,0.0,0.0,19.55,3.45,0.0
20201107:2309,0.0,0.0,18.88,3.79,0.0
20201108:0009,0.0,0.0,18.06,3.93,0.0
20201108:0109,0.0,0.0,17.49,3.38,0.0
20201108:0209,0.0,0.0,16.41,2.28,0.0
20201108:0309,0.0,0.0,17.57,0.76,0.0
20201108:0409,0.0,0.0,17.34,0.41,0.0
20201108:0509,0.0,0.0,16.98,0.76,0.0
20201108:0609,0.0,0.0,16.62,0.97,0.0
20201108:0709,144.28,10.97,16.64,0.62,0.0
20201108:0809,525.94,21.6,17.5,0.48,0.0
20201108:0909,755.99,30.7,19.64,1.17,0.0
20201108:1009,841.38,37.42,21.46,2.55,0.0
20201108:1109,1035.6,40.77,23.03,3.45,0.0
20201108:1209,981.76,40.04,24.18,3.79,0.0
20201108:1309,863.2,35.42,24.84,3.93,0.0
20201108:1409,691.15,27.76,25.11,3.93,0.0
20201108:1509,135.26,18.05,25.05,3.93,0.0
20201108:1609,148.74,7.03,24.53,3.72,0.0
20201108:1709,0.0,0.0,23.21,2.97,0.0
20201108:1809,0.0,0.0,21.98,2.83,0.0
20201108:1909,0.0,0.0,21.2,2.97,0.0
20201108:2009,0.0,0.0,20.18,2.9,0.0
20201108:2109,0.0,0.0,19.29,2.69,0.0
20201108:2209,0.0,0.0,18.31,2.69,0.0
20201108:2309,0.0,0.0,17.38,2.83,0.0
20201109:0009,0.0,0.0,16.52,2.9,0.0
20201109:0109,0.0,0.0,15.77,2.9,0.0
20201109:0209,0.0,0.0,15.32,2.83,0.0
20201109:0309,0.0,0.0,14.84,2.83,0.0
20201109:0409,0.0,0.0,14.51,2.76,0.0
20201109:0509,0.0,0.0,14.15,2.76,0.0
20201109:0609,0.0,0.0,13.97,2.83,0.0
20201109:0709,123.37,10.77,14.24,2.55,0.0
20201109:0809,495.15,21.38,16.49,2.07,0.0
20201109:0909,759.95,30.44,20.5,2.55,0.0
20201109:1009,959.5,37.14,22.29,3.24,0.0
20201109:1109,987.16,40.48,23.48,4.0,0.0
20201109:1209,944.12,39.77,24.07,4.34,0.0
20201109:1309,786.97,35.17,24.57,4.34,0.0
20201109:1409,591.19,27.55,24.93,3.45,0.0
20201109:1509,478.58,17.87,25.08,3.1,0.0
20201109:1609,119.69,6.88,24.99,2.9,0.0
20201109:1709,0.0,0.0,23.85,2.28,0.0
20201109:1809,0.0,0.0,22.48,2.48,0.0
20201109:1909,0.0,0.0,21.54,3.03,0.0
20201109:2009,0.0,0.0,20.31,3.38,0.0
20201109:2109,0.0,0.0,19.34,3.59,0.0
20201109:2209,0.0,0.0,18.5,3.66,0.0
20201109:2309,0.0,0.0,17.78,3.59,0.0
20201110:0009,0.0,0.0,17.06,3.45,0.0
20201110:0109,0.0,0.0,16.22,3.31,0.0
20201110:0209,0.0,0.0,15.49,3.17,0.0
20201110:0309,0.0,0.0,14.68,3.24,0.0
20201110:0409,0.0,0.0,14.05,3.38,0.0
20201110:0509,0.0,0.0,13.8,3.59,0.0
20201110:0609,0.0,0.0,13.47,3.72,0.0
20201110:0709,259.37,10.57,13.97,3.52,0.0
20201110:0809,504.58,21.15,16.61,2.76,0.0
20201110:0909,373.44,30.19,20.44,2.34,0.0
20201110:1009,883.1,36.86,23.14,2.48,0.0
20201110:1109,974.42,40.19,24.78,2.76,0.0
20201110:1209,902.09,39.49,25.68,3.24,0.0
20201110:1309,836.16,34.93,26.24,3.45,0.0
20201110:1409,667.39,27.34,26.38,3.45,0.0
20201110:1509,446.9,17.7,26.19,3.24,0.0
20201110:1609,117.24,6.73,25.76,3.1,0.0
20201110:1709,0.0,0.0,24.39,2.83,0.0
20201110:1809,0.0,0.0,23.06,3.03,0.0
20201110:1909,0.0,0.0,22.19,2.21,0.0
20201110:2009,0.0,0.0,20.84,2.76,0.0
20201110:2109,0.0,0.0,19.69,3.38,0.0
20201110:2209,0.0,0.0,18.71,3.31,0.0
20201110:2309,0.0,0.0,17.98,2.9,0.0
20201111:0009,0.0,0.0,17.15,2.76,0.0
20201111:0109,0.0,0.0,16.2,3.31,0.0
20201111:0209,0.0,0.0,15.65,3.93,0.0
20201111:0309,0.0,0.0,15.03,4.48,0.0
20201111:0409,0.0,0.0,14.48,4.97,0.0
20201111:0509,0.0,0.0,14.3,5.17,0.0
20201111:0609,0.0,0.0,14.22,5.24,0.0
20201111:0709,37.84,10.37,14.59,5.03,0.0
20201111:0809,237.33,20.93,16.43,5.31,0.0
20201111:0909,273.43,29.94,18.31,5.86,0.0
20201111:1009,263.52,36.59,19.65,6.07,0.0
20201111:1109,675.75,39.91,20.3,5.66,0.0
20201111:1209,355.14,39.22,20.86,4.83,0.0
20201111:1309,49.19,34.69,20.61,4.34,0.0
20201111:1409,41.62,27.14,20.38,4.34,0.0
20201111:1509,59.6,17.53,20.01,4.41,0.0
20201111:1609,6.62,6.59,19.25,4.21,0.0
20201111:1709,0.0,0.0,18.14,3.93,0.0
20201111:1809,0.0,0.0,17.19,3.45,0.0
20201111:1909,0.0,0.0,15.9,2.62,0.0
20201111:2009,0.0,0.0,15.36,2.41,0.0
20201111:2109,0.0,0.0,14.97,2.21,0.0
20201111:2209,0.0,0.0,14.37,2.34,0.0
20201111:2309,0.0,0.0,13.93,2.48,0.0
20201112:0009,0.0,0.0,13.69,2.55,0.0
20201112:0109,0.0,0.0,13.56,2.9,0.0
20201112:0209,0.0,0.0,13.25,3.31,0.0
20201112:0309,0.0,0.0,12.85,3.45,0.0
20201112:0409,0.0,0.0,12.34,3.24,0.0
20201112:0509,0.0,0.0,12.13,2.97,0.0
20201112:0609,0.0,0.0,11.77,2.69,0.0
20201112:0709,276.12,10.17,11.79,2.62,0.0
20201112:0809,540.54,20.7,13.67,2.55,0.0
20201112:0909,778.16,29.69,15.77,3.03,0.0
20201112:1009,943.85,36.32,17.46,3.52,0.0
20201112:1109,996.19,39.63,18.88,3.86,0.0
20201112:1209,976.14,38.96,19.9,3.93,0.0
20201112:1309,851.72,34.46,20.54,3.79,0.0
20201112:1409,696.33,26.94,20.82,3.45,0.0
20201112:1509,446.64,17.37,20.79,3.24,0.0
20201112:1609,158.42,6.45,20.42,3.17,0.0
20201112:1709,0.0,0.0,19.45,2.83,0.0
20201112:1809,0.0,0.0,18.3,2.9,0.0
20201112:1909,0.0,0.0,17.26,2.9,0.0
20201112:2009,0.0,0.0,16.28,2.83,0.0
20201112:2109,0.0,0.0,15.26,2.69,0.0
20201112:2209,0.0,0.0,14.24,2.41,0.0
20201112:2309,0.0,0.0,13.09,2.0,0.0
20201113:0009,0.0,0.0,12.74,1.59,0.0
20201113:0109,0.0,0.0,13.33,1.24,0.0
20201113:0209,0.0,0.0,13.59,0.97,0.0
20201113:0309,0.0,0.0,13.28,0.83,0.0
20201113:0409,0.0,0.0,12.97,0.48,0.0
20201113:0509,0.0,0.0,12.67,0.28,0.0
20201113:0609,0.0,0.0,12.38,0.28,0.0
20201113:0709,250.51,9.97,12.35,0.34,0.0
20201113:0809,527.38,20.48,13.3,0.41,0.0
20201113:0909,767.96,29.45,15.37,0.83,0.0
20201113:1009,920.43,36.06,17.44,1.86,0.0
20201113:1109,948.46,39.36,19.01,2.48,0.0
20201113:1209,986.41,38.7,20.15,2.83,0.0
20201113:1309,854.07,34.23,20.92,2.97,0.0
20201113:1409,705.21,26.75,21.31,3.03,0.0
20201113:1509,452.01,17.21,21.31,2.97,0.0
20201113:1609,161.91,6.32,20.97,2.9,0.0
20201113:1709,0.0,0.0,19.78,2.76,0.0
20201113:1809,0.0,0.0,18.52,3.03,0.0
20201113:1909,0.0,0.0,17.67,3.17,0.0
20201113:2009,0.0,0.0,16.73,3.31,0.0
20201113:2109,0.0,0.0,15.84,3.24,0.0
20201113:2209,0.0,0.0,15.01,3.17,0.0
20201113:2309,0.0,0.0,14.23,3.17,0.0
20201114:0009,0.0,0.0,13.53,3.38,0.0
20201114:0109,0.0,0.0,12.89,3.45,0.0
20201114:0209,0.0,0.0,12.27,3.38,0.0
20201114:0309,0.0,0.0,11.64,3.24,0.0
20201114:0409,0.0,0.0,10.99,3.03,0.0
20201114:0509,0.0,0.0,10.48,2.9,0.0
20201114:0609,0.0,0.0,10.02,2.9,0.0
20201114:0709,210.64,9.77,10.31,2.97,0.0
20201114:0809,387.05,20.26,12.69,2.48,0.0
20201114:0909,413.33,29.2,16.54,2.62,0.0
20201114:1009,714.63,35.79,18.66,3.03,0.0
20201114:1109,966.74,39.09,20.19,3.38,0.0
20201114:1209,1013.56,38.45,21.19,3.45,0.0
20201114:1309,829.96,34.01,21.78,3.24,0.0
20201114:1409,733.57,26.57,22.05,3.03,0.0
20201114:1509,262.53,17.05,22.0,2.9,0.0
20201114:1609,131.36,6.19,21.62,2.76,0.0
20201114:1709,0.0,0.0,20.58,2.0,0.0
20201114:1809,0.0,0.0,19.64,1.72,0.0
20201114:1909,0.0,0.0,19.35,2.21,0.0
20201114:2009,0.0,0.0,18.8,2.55,0.0
20201114:2109,0.0,0.0,18.3,2.9,0.0
20201114:2209,0.0,0.0,18.08,2.97,0.0
20201114:2309,0.0,0.0,17.84,2.9,0.0
20201115:0009,0.0,0.0,17.48,2.97,0.0
20201115:0109,0.0,0.0,17.16,2.83,0.0
20201115:0209,0.0,0.0,16.7,2.83,0.0
20201115:0309,0.0,0.0,16.38,2.9,0.0
20201115:0409,0.0,0.0,16.4,2.76,0.0
20201115:0509,0.0,0.0,16.18,2.76,0.0
20201115:0609,0.0,0.0,15.9,2.97,0.0
20201115:0709,145.6,9.57,15.88,3.17,0.0
20201115:0809,554.36,20.04,16.91,3.1,0.0
20201115:0909,773.05,28.96,18.43,3.52,0.0
20201115:1009,927.25,35.54,20.42,4.0,0.0
20201115:1109,1012.35,38.83,21.84,4.62,0.0
20201115:1209,909.64,38.2,22.76,4.83,0.0
20201115:1309,808.85,33.79,23.29,4.9,0.0
20201115:1409,655.94,26.39,23.47,4.76,0.0
20201115:1509,380.48,16.91,23.39,4.48,0.0
20201115:1609,141.51,6.07,22.96,4.07,0.0
20201115:1709,0.0,0.0,21.72,3.1,0.0
20201115:1809,0.0,0.0,20.42,2.97,0.0
20201115:1909,0.0,0.0,19.31,2.9,0.0
20201115:2009,0.0,0.0,18.31,2.9,0.0
20201115:2109,0.0,0.0,17.46,3.03,0.0
20201115:2209,0.0,0.0,16.63,3.24,0.0
20201115:2309,0.0,0.0,15.77,3.38,0.0
20201116:0009,0.0,0.0,14.86,3.45,0.0
20201116:0109,0.0,0.0,14.13,3.52,0.0
20201116:0209,0.0,0.0,13.57,3.52,0.0
20201116:0309,0.0,0.0,13.11,3.52,0.0
20201116:0409,0.0,0.0,12.65,3.45,0.0
20201116:0509,0.0,0.0,12.22,3.45,0.0
20201116:0609,0.0,0.0,11.82,3.52,0.0
20201116:0709,240.6,9.37,12.36,4.0,0.0
20201116:0809,515.88,19.83,14.94,4.34,0.0
20201116:0909,750.2,28.73,18.16,4.41,0.0
20201116:1009,909.75,35.28,20.47,4.0,0.0
20201116:1109,960.13,38.57,21.75,3.1,0.0
20201116:1209,947.56,37.96,22.57,2.21,0.0
20201116:1309,832.23,33.58,23.14,1.72,0.0
20201116:1409,675.42,26.21,23.54,1.66,0.0
20201116:1509,432.69,16.77,23.67,1.38,0.0
20201116:1609,103.25,5.96,23.55,1.38,0.0
20201116:1709,0.0,0.0,22.89,0.83,0.0
20201116:1809,0.0,0.0,22.05,0.07,0.0
20201116:1909,0.0,0.0,20.75,0.97,0.0
20201116:2009,0.0,0.0,19.69,2.21,0.0
20201116:2109,0.0,0.0,18.55,2.76,0.0
20201116:2209,0.0,0.0,17.57,3.03,0.0
20201116:2309,0.0,0.0,16.63,3.45,0.0
20201117:0009,0.0,0.0,16.01,3.79,0.0
20201117:0109,0.0,0.0,15.54,4.21,0.0
20201117:0209,0.0,0.0,15.21,4.55,0.0
20201117:0309,0.0,0.0,14.91,4.76,0.0
20201117:0409,0.0,0.0,14.44,4.76,0.0
20201117:0509,0.0,0.0,13.97,4.69,0.0
20201117:0609,0.0,0.0,13.85,4.83,0.0
20201117:0709,236.16,9.18,14.15,4.97,0.0
20201117:0809,513.09,19.61,16.42,4.9,0.0
20201117:0909,755.04,28.49,19.3,5.31,0.0
20201117:1009,901.98,35.03,21.49,5.59,0.0
20201117:1109,952.58,38.32,22.91,5.86,0.0
20201117:1209,947.9,37.73,23.77,5.72,0.0
20201117:1309,838.92,33.38,24.19,5.17,0.0
20201117:1409,674.69,26.05,24.31,4.69,0.0
20201117:1509,428.13,16.63,24.1,4.28,0.0
20201117:1609,143.71,5.85,23.61,4.0,0.0
20201117:1709,0.0,0.0,22.27,3.24,0.0
20201117:1809,0.0,0.0,21.05,3.17,0.0
