time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20120114:0400,3.0,61.8,0.0,0.0,0.0,247.4,5.24,267.0,96546.0
20120114:0500,2.86,62.7,0.0,0.0,0.0,247.6,5.66,269.0,96537.0
20120114:0600,2.76,63.4,0.0,0.0,0.0,247.6,6.0,271.0,96527.0
20120114:0700,2.85,63.85,37.0,339.24,17.0,248.0,5.79,277.0,96518.0
20120114:0800,4.06,58.7,221.0,609.72,73.0,248.8,5.86,280.0,96509.0
20120114:0900,6.75,48.9,405.0,784.03,94.0,252.4,6.14,284.0,96527.0
20120114:1000,9.84,40.0,539.0,830.95,115.0,258.0,5.93,287.0,96518.0
20120114:1100,12.6,34.15,612.0,826.71,136.0,265.0,5.52,291.0,96405.0
20120114:1200,14.6,31.85,624.0,815.29,144.0,270.8,5.03,298.0,96273.0
20120114:1300,15.73,30.95,581.0,829.85,126.0,275.0,4.41,305.0,96160.0
20120114:1400,16.34,29.35,471.0,785.28,112.0,277.0,3.93,309.0,96104.0
20120114:1500,16.5,28.3,312.0,709.01,84.0,276.4,3.59,308.0,96047.0
20120114:1600,16.23,28.7,125.0,543.89,43.0,274.8,3.1,300.0,96057.0
20120114:1700,14.8,32.25,0.0,0.0,0.0,271.2,2.9,278.0,96066.0
20120114:1800,12.75,37.75,0.0,0.0,0.0,269.0,3.59,264.0,96104.0
20120114:1900,11.56,41.05,0.0,0.0,0.0,268.0,4.0,257.0,96113.0
20120114:2000,10.69,43.7,0.0,0.0,0.0,266.2,4.48,260.0,96142.0
20120114:2100,9.89,45.9,0.0,0.0,0.0,264.2,4.69,265.0,96151.0
20120114:2200,9.07,48.25,0.0,0.0,0.0,262.2,4.97,273.0,96189.0
20120114:2300,8.24,50.8,0.0,0.0,0.0,260.8,5.03,282.0,96179.0
20120115:0000,7.44,53.35,0.0,0.0,0.0,259.4,4.83,288.0,96151.0
20120115:0100,6.67,56.05,0.0,0.0,0.0,258.0,4.48,291.0,96113.0
20120115:0200,5.9,59.15,0.0,0.0,0.0,256.8,4.21,289.0,96085.0
20120115:0300,5.21,62.35,0.0,0.0,0.0,256.2,4.28,287.0,96085.0
20120115:0400,4.75,64.75,0.0,0.0,0.0,255.0,4.41,287.0,96057.0
20120115:0500,4.5,66.0,0.0,0.0,0.0,254.4,4.48,289.0,96113.0
20120115:0600,4.18,67.6,0.0,0.0,0.0,252.4,4.48,295.0,96132.0
20120115:0700,4.15,68.7,38.0,335.09,18.0,255.0,4.48,303.0,96160.0
20120115:0800,5.38,63.55,224.0,631.58,70.0,250.6,4.14,315.0,96189.0
20120115:0900,8.76,52.05,413.0,831.32,82.0,253.4,3.93,327.0,96226.0
20120115:1000,11.98,44.25,548.0,863.01,106.0,261.0,3.66,338.0,96245.0
20120115:1100,13.95,39.7,622.0,859.77,125.0,268.4,3.24,341.0,96170.0
20120115:1200,15.1,35.95,642.0,882.7,120.0,274.0,2.9,322.0,96047.0
20120115:1300,15.9,31.3,595.0,879.94,110.0,277.2,3.24,296.0,95953.0
20120115:1400,16.44,27.85,480.0,817.0,104.0,278.0,3.66,285.0,95831.0
20120115:1500,16.62,26.25,321.0,754.54,76.0,277.4,3.86,274.0,95831.0
20120115:1600,16.32,26.65,129.0,558.94,43.0,275.2,4.07,264.0,95812.0
20120115:1700,14.87,29.9,0.0,0.0,0.0,272.2,3.59,257.0,95812.0
20120115:1800,13.13,34.25,0.0,0.0,0.0,268.6,3.79,256.0,95840.0
20120115:1900,11.92,38.25,0.0,0.0,0.0,266.8,3.72,252.0,95850.0
20120115:2000,10.96,40.95,0.0,0.0,0.0,264.2,4.07,253.0,95878.0
20120115:2100,10.13,43.0,0.0,0.0,0.0,262.6,4.28,254.0,95878.0
20120115:2200,9.39,44.65,0.0,0.0,0.0,261.6,4.41,252.0,95906.0
20120115:2300,8.69,46.25,0.0,0.0,0.0,259.6,4.34,255.0,95822.0
20120116:0000,7.9,48.5,0.0,0.0,0.0,258.8,4.14,264.0,95793.0
20120116:0100,7.05,51.25,0.0,0.0,0.0,257.2,3.86,271.0,95765.0
20120116:0200,6.23,54.0,0.0,0.0,0.0,255.4,3.79,273.0,95718.0
20120116:0300,5.62,55.55,0.0,0.0,0.0,255.4,4.0,270.0,95690.0
20120116:0400,5.33,54.8,0.0,0.0,0.0,258.6,4.34,266.0,95633.0
20120116:0500,5.0,53.25,0.0,0.0,0.0,252.2,4.69,266.0,95662.0
20120116:0600,4.59,52.35,0.0,0.0,0.0,250.4,4.69,267.0,95624.0
20120116:0700,4.48,53.15,29.0,132.2,21.0,253.6,4.62,267.0,95615.0
20120116:0800,5.5,49.5,236.0,738.69,55.0,251.2,4.48,267.0,95652.0
20120116:0900,8.17,41.4,397.0,712.93,112.0,263.6,4.83,270.0,95690.0
20120116:1000,10.36,36.1,477.0,525.13,207.0,274.8,4.97,271.0,95728.0
20120116:1100,11.69,33.35,665.0,1068.17,45.0,298.8,4.9,266.0,95605.0
20120116:1200,12.84,31.15,630.0,816.41,145.0,304.2,4.55,262.0,95492.0
20120116:1300,13.75,29.6,548.0,653.28,186.0,303.0,3.86,262.0,95351.0
20120116:1400,14.41,28.4,435.0,567.62,172.0,300.2,3.38,259.0,95276.0
20120116:1500,14.72,27.85,321.0,728.91,82.0,285.6,3.1,257.0,95248.0
20120116:1600,14.51,28.35,106.0,261.14,65.0,269.8,2.76,248.0,95229.0
20120116:1700,13.22,32.15,0.0,0.0,0.0,267.2,2.76,231.0,95219.0
20120116:1800,11.43,36.65,0.0,0.0,0.0,267.8,3.17,227.0,95238.0
20120116:1900,10.55,41.85,0.0,0.0,0.0,266.4,3.03,225.0,95210.0
20120116:2000,9.38,43.9,0.0,0.0,0.0,261.8,3.17,218.0,95201.0
20120116:2100,8.62,44.45,0.0,0.0,0.0,271.0,2.83,216.0,95182.0
20120116:2200,8.19,44.2,0.0,0.0,0.0,289.2,2.55,201.0,95182.0
20120116:2300,7.55,45.6,0.0,0.0,0.0,298.8,1.72,202.0,95210.0
20120117:0000,9.14,39.3,0.0,0.0,0.0,302.6,0.48,119.0,95163.0
20120117:0100,7.26,48.85,0.0,0.0,0.0,309.4,1.93,69.0,95144.0
20120117:0200,7.34,49.7,0.0,0.0,0.0,317.8,2.69,65.0,95106.0
20120117:0300,7.21,50.45,0.0,0.0,0.0,314.2,3.24,52.0,95125.0
20120117:0400,7.14,50.9,0.0,0.0,0.0,314.0,4.28,44.0,95125.0
20120117:0500,7.21,51.0,0.0,0.0,0.0,318.8,5.59,48.0,95135.0
20120117:0600,7.18,51.5,0.0,0.0,0.0,316.4,6.48,58.0,95154.0
20120117:0700,7.06,57.3,26.0,81.38,21.0,313.8,6.62,50.0,95182.0
20120117:0800,7.41,57.85,114.0,36.54,105.0,309.4,7.24,58.0,95210.0
20120117:0900,8.2,55.6,219.0,62.27,194.0,310.8,8.0,61.0,95257.0
20120117:1000,8.83,52.3,112.0,0.0,112.0,313.4,9.17,65.0,95295.0
20120117:1100,9.73,46.55,156.0,0.0,156.0,311.2,9.31,72.0,95342.0
20120117:1200,10.02,42.75,361.0,85.45,310.0,322.0,8.41,83.0,95295.0
20120117:1300,10.0,41.25,294.0,43.08,270.0,322.8,8.21,89.0,95323.0
20120117:1400,9.85,42.1,175.0,4.29,173.0,322.0,8.41,86.0,95257.0
20120117:1500,9.38,44.65,145.0,21.14,138.0,315.2,8.62,78.0,95304.0
20120117:1600,9.22,45.6,87.0,112.36,69.0,314.8,8.34,70.0,95379.0
20120117:1700,8.56,51.1,0.0,0.0,0.0,322.0,8.41,62.0,95464.0
20120117:1800,8.17,53.85,0.0,0.0,0.0,310.4,8.62,59.0,95558.0
20120117:1900,8.28,54.65,0.0,0.0,0.0,311.0,8.28,63.0,95624.0
20120117:2000,8.27,55.45,0.0,0.0,0.0,312.6,8.21,62.0,95690.0
20120117:2100,8.23,56.35,0.0,0.0,0.0,314.0,8.28,62.0,95784.0
20120117:2200,8.34,57.3,0.0,0.0,0.0,320.6,8.48,66.0,95812.0
20120117:2300,8.17,63.2,0.0,0.0,0.0,319.8,8.55,68.0,95850.0
20120118:0000,7.97,71.1,0.0,0.0,0.0,318.8,8.55,67.0,95897.0
20120118:0100,7.79,77.65,0.0,0.0,0.0,312.85,8.41,62.0,95906.0
20120118:0200,7.73,81.45,0.0,0.0,0.0,312.2,8.62,57.0,95925.0
20120118:0300,7.65,84.5,0.0,0.0,0.0,318.6,9.24,52.0,95916.0
20120118:0400,7.38,87.75,0.0,0.0,0.0,321.4,9.86,49.0,95963.0
20120118:0500,7.23,90.5,0.0,0.0,0.0,328.2,10.34,48.0,96019.0
20120118:0600,7.09,91.9,0.0,0.0,0.0,334.4,10.83,46.0,96057.0
20120118:0700,7.16,92.25,22.0,32.02,20.0,342.2,9.24,38.0,96132.0
20120118:0800,7.29,91.0,144.0,108.99,117.0,345.0,10.28,37.0,96217.0
20120118:0900,7.53,89.05,115.0,0.0,115.0,346.0,11.72,40.0,96283.0
20120118:1000,7.78,87.8,90.0,0.0,90.0,345.8,10.69,38.0,96396.0
20120118:1100,8.09,83.3,133.0,0.0,133.0,345.2,11.17,40.0,96443.0
20120118:1200,8.97,73.2,309.0,36.68,287.0,334.0,11.86,45.0,96386.0
20120118:1300,10.13,60.45,92.0,0.0,92.0,307.0,12.97,52.0,96367.0
20120118:1400,10.5,55.65,140.0,0.0,140.0,299.4,12.97,53.0,96377.0
20120118:1500,10.45,54.25,219.0,161.47,165.0,295.2,13.17,55.0,96386.0
20120118:1600,10.06,55.85,91.0,122.38,71.0,298.4,11.93,55.0,96471.0
20120118:1700,9.48,58.05,0.0,0.0,0.0,310.8,10.14,53.0,96546.0
20120118:1800,9.13,58.85,0.0,0.0,0.0,308.6,9.03,50.0,96593.0
20120118:1900,8.78,61.95,0.0,0.0,0.0,298.8,8.34,45.0,96669.0
20120118:2000,8.35,63.6,0.0,0.0,0.0,289.6,7.93,47.0,96725.0
20120118:2100,7.82,65.25,0.0,0.0,0.0,278.4,7.52,51.0,96791.0
20120118:2200,7.19,66.7,0.0,0.0,0.0,265.6,7.38,54.0,96847.0
20120118:2300,6.67,67.2,0.0,0.0,0.0,263.0,7.52,55.0,96894.0
20120119:0000,6.17,67.45,0.0,0.0,0.0,262.8,7.79,56.0,96941.0
20120119:0100,5.65,68.6,0.0,0.0,0.0,261.4,8.07,57.0,96951.0
20120119:0200,5.18,71.1,0.0,0.0,0.0,258.4,8.07,56.0,96960.0
20120119:0300,4.77,74.45,0.0,0.0,0.0,254.0,8.07,54.0,96998.0
20120119:0400,4.53,77.65,0.0,0.0,0.0,259.4,7.93,53.0,97026.0
20120119:0500,4.31,80.9,0.0,0.0,0.0,258.8,7.72,52.0,97083.0
20120119:0600,4.16,83.45,0.0,0.0,0.0,263.8,7.52,52.0,97158.0
20120119:0700,4.01,85.5,40.0,330.31,19.0,264.0,7.79,49.0,97261.0
20120119:0800,4.55,82.85,182.0,276.87,113.0,269.4,7.38,47.0,97337.0
20120119:0900,5.71,76.3,272.0,160.44,207.0,276.8,8.34,48.0,97384.0
20120119:1000,6.97,71.2,403.0,266.94,264.0,297.4,9.31,55.0,97412.0
20120119:1100,7.89,69.35,397.0,144.53,312.0,290.2,9.79,61.0,97384.0
20120119:1200,8.69,67.25,615.0,713.5,185.0,288.6,10.21,66.0,97271.0
20120119:1300,9.35,62.0,474.0,362.06,270.0,297.0,10.07,67.0,97205.0
20120119:1400,9.63,58.2,456.0,621.46,162.0,296.0,9.79,64.0,97158.0
20120119:1500,9.67,57.2,331.0,722.41,87.0,290.8,9.17,60.0,97148.0
20120119:1600,9.35,57.55,142.0,581.91,45.0,272.8,8.21,58.0,97195.0
20120119:1700,8.29,60.55,0.0,0.0,0.0,267.4,6.69,57.0,97224.0
20120119:1800,7.18,63.2,0.0,0.0,0.0,258.8,6.21,57.0,97280.0
20120119:1900,6.67,62.45,0.0,0.0,0.0,264.4,6.41,50.0,97308.0
20120119:2000,6.29,61.2,0.0,0.0,0.0,269.0,6.48,46.0,97337.0
20120119:2100,5.93,60.5,0.0,0.0,0.0,274.0,6.28,43.0,97346.0
20120119:2200,5.46,61.1,0.0,0.0,0.0,269.2,5.79,38.0,97355.0
20120119:2300,5.14,61.75,0.0,0.0,0.0,273.2,5.59,34.0,97374.0
20120120:0000,4.7,63.05,0.0,0.0,0.0,264.4,5.45,32.0,97374.0
20120120:0100,4.58,63.5,0.0,0.0,0.0,274.8,5.45,35.0,97365.0
20120120:0200,4.32,64.35,0.0,0.0,0.0,271.0,5.38,37.0,97327.0
20120120:0300,3.88,65.8,0.0,0.0,0.0,258.8,5.38,37.0,97271.0
20120120:0400,3.59,66.65,0.0,0.0,0.0,261.0,5.24,37.0,97243.0
20120120:0500,3.32,67.45,0.0,0.0,0.0,259.4,5.17,38.0,97205.0
20120120:0600,3.02,68.35,0.0,0.0,0.0,252.6,5.1,37.0,97214.0
20120120:0700,3.25,67.45,42.0,354.98,19.0,255.8,5.66,42.0,97252.0
20120120:0800,4.05,65.7,232.0,637.95,72.0,250.8,5.59,43.0,97252.0
20120120:0900,6.03,60.3,426.0,849.87,80.0,246.6,5.93,46.0,97280.0
20120120:1000,7.82,57.2,563.0,885.11,100.0,248.4,6.97,54.0,97252.0
20120120:1100,9.11,53.25,637.0,864.89,126.0,252.0,7.38,61.0,97186.0
20120120:1200,10.05,47.6,658.0,886.59,121.0,254.4,7.66,63.0,97045.0
20120120:1300,10.61,44.1,610.0,869.98,117.0,255.2,7.59,62.0,96951.0
20120120:1400,10.88,41.8,499.0,824.85,106.0,254.8,7.38,62.0,96828.0
20120120:1500,10.83,40.45,338.0,753.34,81.0,253.6,7.03,62.0,96791.0
20120120:1600,10.37,41.7,143.0,552.93,49.0,251.2,6.21,61.0,96791.0
20120120:1700,8.91,48.4,0.0,0.0,0.0,249.2,4.97,58.0,96781.0
20120120:1800,7.4,54.6,0.0,0.0,0.0,246.8,4.55,54.0,96800.0
20120120:1900,6.54,59.95,0.0,0.0,0.0,244.0,4.21,55.0,96781.0
20120120:2000,5.66,64.0,0.0,0.0,0.0,242.4,3.86,56.0,96781.0
20120120:2100,4.8,68.1,0.0,0.0,0.0,241.6,3.45,55.0,96781.0
20120120:2200,3.99,71.65,0.0,0.0,0.0,240.0,3.24,46.0,96800.0
20120120:2300,3.42,73.3,0.0,0.0,0.0,245.2,3.38,34.0,96800.0
20120121:0000,3.05,73.35,0.0,0.0,0.0,247.2,3.72,24.0,96781.0
20120121:0100,2.83,71.95,0.0,0.0,0.0,247.8,4.0,20.0,96744.0
20120121:0200,2.62,69.9,0.0,0.0,0.0,247.2,4.14,17.0,96687.0
20120121:0300,2.34,67.7,0.0,0.0,0.0,240.6,4.28,15.0,96593.0
20120121:0400,2.27,64.55,0.0,0.0,0.0,242.8,4.55,15.0,96565.0
20120121:0500,2.09,62.4,0.0,0.0,0.0,235.0,4.55,18.0,96537.0
20120121:0600,1.97,61.8,0.0,0.0,0.0,241.4,4.28,24.0,96574.0
20120121:0700,2.15,60.55,32.0,121.02,24.0,237.4,4.69,28.0,96603.0
20120121:0800,3.42,57.15,235.0,653.49,70.0,239.0,4.9,30.0,96640.0
20120121:0900,6.09,49.45,426.0,835.77,84.0,240.4,5.66,35.0,96678.0
20120121:1000,8.52,42.9,569.0,901.89,95.0,244.8,6.69,44.0,96659.0
20120121:1100,10.23,37.5,647.0,899.54,113.0,248.4,6.97,56.0,96565.0
20120121:1200,11.37,32.4,680.0,975.71,86.0,257.0,6.97,62.0,96443.0
20120121:1300,12.11,28.65,649.0,1059.68,45.0,267.2,7.24,62.0,96320.0
20120121:1400,12.51,25.95,508.0,858.57,96.0,274.8,7.45,64.0,96236.0
20120121:1500,12.31,26.0,360.0,902.54,49.0,276.2,7.1,70.0,96207.0
20120121:1600,11.52,30.15,116.0,248.06,73.0,288.0,6.07,68.0,96226.0
20120121:1700,10.3,34.4,0.0,0.0,0.0,294.4,5.72,61.0,96217.0
20120121:1800,9.23,38.5,0.0,0.0,0.0,296.8,5.79,65.0,96292.0
20120121:1900,8.88,41.05,0.0,0.0,0.0,304.0,5.52,63.0,96339.0
20120121:2000,8.42,43.45,0.0,0.0,0.0,307.6,5.31,60.0,96377.0
20120121:2100,7.91,46.35,0.0,0.0,0.0,311.6,5.1,58.0,96424.0
20120121:2200,7.26,50.55,0.0,0.0,0.0,307.8,4.28,59.0,96433.0
20120121:2300,6.65,54.75,0.0,0.0,0.0,308.2,4.07,43.0,96414.0
20120122:0000,6.34,56.85,0.0,0.0,0.0,310.8,4.14,33.0,96367.0
20120122:0100,6.15,57.85,0.0,0.0,0.0,309.2,4.48,28.0,96302.0
20120122:0200,5.88,58.45,0.0,0.0,0.0,301.0,5.1,28.0,96226.0
20120122:0300,5.79,58.5,0.0,0.0,0.0,304.0,5.93,26.0,96142.0
20120122:0400,5.71,58.6,0.0,0.0,0.0,294.6,6.83,31.0,96104.0
20120122:0500,5.79,60.0,0.0,0.0,0.0,301.8,7.03,37.0,96047.0
20120122:0600,5.94,60.8,0.0,0.0,0.0,307.2,7.24,47.0,96066.0
20120122:0700,6.42,55.7,46.0,429.55,17.0,296.8,6.28,42.0,96085.0
20120122:0800,7.08,54.2,252.0,810.14,46.0,292.6,6.55,49.0,96132.0
20120122:0900,7.98,53.05,150.0,2.43,149.0,300.4,6.28,56.0,96198.0
20120122:1000,8.01,55.85,227.0,11.36,221.0,311.8,7.03,61.0,96236.0
20120122:1100,7.58,64.75,123.0,0.0,123.0,327.4,6.97,62.0,96236.0
20120122:1200,7.41,69.25,371.0,86.61,318.0,327.2,6.55,56.0,96113.0
20120122:1300,8.17,68.55,300.0,41.86,276.0,319.4,7.03,50.0,96029.0
20120122:1400,8.46,68.9,202.0,10.34,197.0,327.0,7.03,41.0,95963.0
20120122:1500,8.58,68.8,120.0,2.87,119.0,321.6,6.9,34.0,95953.0
20120122:1600,8.55,68.65,80.0,45.27,72.0,323.0,6.55,29.0,95944.0
20120122:1700,8.07,70.85,0.0,0.0,0.0,300.4,6.07,29.0,95953.0
20120122:1800,7.82,71.45,0.0,0.0,0.0,311.8,5.79,31.0,95953.0
20120122:1900,7.85,75.7,0.0,0.0,0.0,309.4,5.79,29.0,95982.0
20120122:2000,7.88,75.5,0.0,0.0,0.0,325.0,5.52,31.0,95972.0
20120122:2100,7.67,76.6,0.0,0.0,0.0,321.2,5.1,31.0,96000.0
20120122:2200,7.57,77.7,0.0,0.0,0.0,332.4,5.1,25.0,96019.0
20120122:2300,7.46,78.95,0.0,0.0,0.0,333.6,5.17,17.0,95991.0
20120123:0000,7.3,79.55,0.0,0.0,0.0,329.2,5.31,10.0,95972.0
20120123:0100,7.26,79.55,0.0,0.0,0.0,332.25,5.38,7.0,95935.0
20120123:0200,7.2,79.4,0.0,0.0,0.0,330.0,5.31,4.0,95925.0
20120123:0300,6.99,79.75,0.0,0.0,0.0,318.0,5.24,1.0,95887.0
20120123:0400,7.03,78.9,0.0,0.0,0.0,325.4,5.1,357.0,95859.0
20120123:0500,7.15,77.75,0.0,0.0,0.0,331.6,4.69,352.0,95850.0
20120123:0600,7.24,77.0,0.0,0.0,0.0,331.4,4.21,346.0,95869.0
20120123:0700,7.27,76.2,34.0,130.4,25.0,320.6,4.41,341.0,95897.0
20120123:0800,7.79,74.05,254.0,812.0,46.0,320.0,4.14,338.0,95906.0
20120123:0900,9.14,67.9,449.0,964.59,50.0,316.6,4.07,340.0,95982.0
20120123:1000,10.85,58.45,599.0,1040.02,47.0,302.4,4.48,352.0,95982.0
20120123:1100,12.02,53.55,688.0,1075.89,43.0,293.6,4.28,4.0,95935.0
20120123:1200,12.85,51.3,709.0,1082.57,43.0,284.6,3.59,7.0,95840.0
20120123:1300,13.88,47.75,658.0,1062.79,45.0,279.8,4.0,7.0,95775.0
20120123:1400,14.24,45.1,536.0,979.73,59.0,309.2,4.28,10.0,95737.0
20120123:1500,14.42,44.2,362.0,850.45,63.0,317.4,3.86,10.0,95737.0
20120123:1600,14.13,47.0,158.0,621.74,46.0,295.2,2.34,6.0,95728.0
20120123:1700,13.41,52.2,0.0,0.0,0.0,287.8,0.97,339.0,95803.0
20120123:1800,11.4,71.25,0.0,0.0,0.0,281.0,1.38,261.0,95822.0
20120123:1900,9.93,68.7,0.0,0.0,0.0,271.6,3.1,266.0,95869.0
20120123:2000,8.63,73.75,0.0,0.0,0.0,268.4,3.79,268.0,95897.0
20120123:2100,8.04,73.6,0.0,0.0,0.0,265.2,4.62,277.0,95944.0
20120123:2200,7.6,72.45,0.0,0.0,0.0,262.0,5.1,291.0,95982.0
20120123:2300,7.17,69.65,0.0,0.0,0.0,258.6,5.1,306.0,96010.0
20120124:0000,6.71,67.95,0.0,0.0,0.0,256.0,4.76,315.0,96019.0
20120124:0100,6.18,68.2,0.0,0.0,0.0,254.0,4.48,319.0,96010.0
20120124:0200,5.68,69.3,0.0,0.0,0.0,252.4,4.34,320.0,96000.0
20120124:0300,5.25,70.75,0.0,0.0,0.0,251.4,4.41,319.0,96000.0
20120124:0400,4.91,71.95,0.0,0.0,0.0,250.2,4.55,319.0,96000.0
20120124:0500,4.71,72.2,0.0,0.0,0.0,248.6,4.69,321.0,96038.0
20120124:0600,4.6,70.75,0.0,0.0,0.0,247.0,4.83,325.0,96085.0
20120124:0700,4.6,69.6,47.0,368.18,21.0,246.6,4.9,324.0,96132.0
20120124:0800,5.94,62.7,245.0,697.31,65.0,246.4,4.83,331.0,96179.0
20120124:0900,8.66,52.45,443.0,903.83,67.0,249.2,4.76,338.0,96264.0
20120124:1000,11.23,42.7,585.0,939.11,84.0,254.0,4.76,348.0,96320.0
20120124:1100,13.11,37.1,661.0,919.41,107.0,259.6,4.21,0.0,96283.0
20120124:1200,14.28,33.85,677.0,907.01,116.0,264.6,3.31,13.0,96179.0
20120124:1300,14.9,32.6,629.0,890.95,112.0,268.0,2.21,17.0,96132.0
20120124:1400,15.27,31.65,518.0,848.21,102.0,270.2,1.45,4.0,96066.0
20120124:1500,15.5,30.8,356.0,777.16,80.0,270.2,1.31,339.0,96019.0
20120124:1600,15.44,31.9,157.0,571.96,52.0,269.6,1.17,319.0,96047.0
20120124:1700,14.7,38.25,0.0,0.0,0.0,266.4,1.03,283.0,96047.0
20120124:1800,11.96,61.4,0.0,0.0,0.0,263.6,1.72,268.0,96085.0
20120124:1900,10.31,56.7,0.0,0.0,0.0,261.6,3.1,281.0,96123.0
20120124:2000,8.73,62.55,0.0,0.0,0.0,258.6,3.59,283.0,96151.0
20120124:2100,7.88,63.6,0.0,0.0,0.0,256.4,4.14,288.0,96189.0
20120124:2200,7.34,63.45,0.0,0.0,0.0,254.6,4.48,294.0,96217.0
20120124:2300,6.88,64.15,0.0,0.0,0.0,253.4,4.76,302.0,96207.0
20120125:0000,6.4,65.7,0.0,0.0,0.0,252.0,4.83,310.0,96198.0
20120125:0100,5.9,66.85,0.0,0.0,0.0,250.8,4.69,316.0,96151.0
20120125:0200,5.35,68.05,0.0,0.0,0.0,249.6,4.41,319.0,96142.0
20120125:0300,4.73,69.5,0.0,0.0,0.0,248.0,4.14,322.0,96113.0
20120125:0400,4.18,70.35,0.0,0.0,0.0,247.0,4.0,323.0,96085.0
20120125:0500,3.69,71.1,0.0,0.0,0.0,246.0,3.93,325.0,96085.0
20120125:0600,3.25,71.75,0.0,0.0,0.0,245.2,3.72,325.0,96113.0
20120125:0700,3.0,72.95,47.0,345.72,22.0,245.4,3.59,319.0,96113.0
20120125:0800,4.34,71.05,246.0,684.08,68.0,246.2,2.97,319.0,96160.0
20120125:0900,8.34,60.45,439.0,855.52,81.0,250.4,2.41,323.0,96179.0
20120125:1000,12.25,44.6,579.0,889.43,102.0,256.4,1.79,336.0,96189.0
20120125:1100,14.24,34.8,658.0,884.95,122.0,263.4,1.17,345.0,96160.0
20120125:1200,15.32,32.2,678.0,892.43,123.0,268.6,0.69,316.0,96076.0
20120125:1300,16.11,30.75,623.0,842.72,131.0,272.0,0.83,266.0,95972.0
20120125:1400,16.65,29.7,519.0,833.9,107.0,274.0,1.31,247.0,95916.0
20120125:1500,16.82,29.5,356.0,749.87,87.0,274.4,1.79,240.0,95869.0
20120125:1600,16.55,32.25,160.0,566.69,54.0,274.2,2.07,231.0,95859.0
20120125:1700,14.97,42.6,0.0,0.0,0.0,271.2,2.62,220.0,95869.0
20120125:1800,12.5,54.1,0.0,0.0,0.0,267.8,3.31,233.0,95906.0
20120125:1900,11.23,57.3,0.0,0.0,0.0,264.6,3.79,249.0,95916.0
20120125:2000,10.15,60.3,0.0,0.0,0.0,261.8,4.14,261.0,95935.0
20120125:2100,9.17,63.4,0.0,0.0,0.0,259.2,4.21,269.0,95944.0
20120125:2200,8.25,67.15,0.0,0.0,0.0,256.6,4.07,274.0,95944.0
20120125:2300,7.4,70.95,0.0,0.0,0.0,255.0,4.07,279.0,95935.0
20120126:0000,6.65,74.35,0.0,0.0,0.0,253.8,4.0,285.0,95925.0
20120126:0100,6.03,77.0,0.0,0.0,0.0,254.0,4.07,291.0,95897.0
20120126:0200,5.47,78.95,0.0,0.0,0.0,252.6,4.07,297.0,95887.0
20120126:0300,5.01,79.75,0.0,0.0,0.0,253.0,4.07,301.0,95850.0
20120126:0400,4.66,79.6,0.0,0.0,0.0,253.4,4.07,303.0,95812.0
20120126:0500,4.34,79.25,0.0,0.0,0.0,254.4,4.0,305.0,95812.0
20120126:0600,4.03,79.15,0.0,0.0,0.0,255.0,3.79,305.0,95840.0
20120126:0700,3.86,78.95,50.0,404.84,20.0,253.6,3.52,306.0,95859.0
20120126:0800,4.9,75.4,261.0,819.46,46.0,256.6,2.9,306.0,95869.0
20120126:0900,8.29,64.85,413.0,679.33,127.0,260.8,2.0,305.0,95897.0
20120126:1000,12.36,46.75,609.0,1044.15,46.0,267.2,0.97,300.0,95925.0
20120126:1100,14.26,36.7,690.0,1029.74,63.0,277.0,0.76,175.0,95887.0
20120126:1200,15.34,32.6,678.0,876.32,130.0,277.2,2.28,170.0,95812.0
20120126:1300,15.91,31.5,631.0,859.68,126.0,272.6,2.9,176.0,95737.0
20120126:1400,16.15,31.5,521.0,819.73,113.0,276.2,3.03,177.0,95690.0
20120126:1500,16.03,32.8,363.0,767.2,85.0,275.4,3.1,174.0,95671.0
20120126:1600,15.46,36.6,166.0,593.04,53.0,274.2,3.17,169.0,95690.0
20120126:1700,13.96,45.85,0.0,0.0,0.0,272.4,2.97,159.0,95699.0
20120126:1800,12.04,57.2,0.0,0.0,0.0,276.6,3.03,158.0,95746.0
20120126:1900,10.8,65.75,0.0,0.0,0.0,267.8,2.76,160.0,95784.0
20120126:2000,9.48,73.8,0.0,0.0,0.0,270.8,2.41,159.0,95803.0
20120126:2100,8.18,80.8,0.0,0.0,0.0,268.2,2.14,156.0,95812.0
20120126:2200,7.27,84.2,0.0,0.0,0.0,272.8,1.79,147.0,95812.0
20120126:2300,6.97,83.25,0.0,0.0,0.0,271.2,1.66,134.0,95822.0
20120127:0000,6.7,82.7,0.0,0.0,0.0,265.8,1.52,125.0,95831.0
20120127:0100,6.67,81.95,0.0,0.0,0.0,266.8,1.38,114.0,95831.0
20120127:0200,6.25,82.75,0.0,0.0,0.0,266.4,1.38,87.0,95803.0
20120127:0300,4.55,87.85,0.0,0.0,0.0,264.6,2.07,59.0,95793.0
20120127:0400,3.9,88.9,0.0,0.0,0.0,260.6,2.83,49.0,95756.0
20120127:0500,3.68,88.5,0.0,0.0,0.0,257.6,3.24,45.0,95765.0
20120127:0600,3.53,87.7,0.0,0.0,0.0,251.8,3.59,45.0,95793.0
20120127:0700,3.56,87.3,51.0,381.63,22.0,248.6,4.0,47.0,95840.0
